word,normalized_word,frequency
प्राप्त,प्राप्त,27
सहित,सहित,27
उपाय,उपाय,27
नलिखित,निम्नलिखित,27
यान,यान,27
विभिन्न्न,विभिन्न,27
क्रि,कि,27
बल्कि,बल्कि,27
पेटी,पेटी,27
धारा,धारा,26
गलत,गलत,26
तियों,तियों,26
कहती,कहती,26
हल,हल,26
बैठी,बैठी,26
भिन्न,भिन्न,26
लेना,लेना,26
याँ,याँ,26
उद्,उद्द,26
थोड़ी,थोड़ी,26
कहानियाँ,कहानियाँ,26
सुझाव,सुझाव,26
खुश,खुश,26
वायु,वायु,26
जिनके,जिनके,26
खोजिए,खोजिए,26
तुम्हारे,तुम्हारे,26
मंत्री,मंत्री,26
जिनमें,जिनमें,26
प्रक्रिया,प्रक्रिया,26
सुरक्षित,सुरक्षित,26
आखिर,आखिर,26
पुन,पुनः,26
नौ,नौ,26
बंदर,बंदर,26
परिश्रम,परिश्रम,26
त्,तथ,26
नौकरी,नौकरी,26
शायद,शायद,26
सीमा,सीमा,26
व्यक्त,व्यक्त,26
हरि,हरि,26
चीं,चीन,26
हे,हे,26
जगन,जगन,26
देखता,देखता,26
खेलें,खेलें,26
चरण,चरण,26
मीना,मीना,26
लेख,लेख,26
भैया,भैया,26
कमरे,कमरे,26
होनना,होना,26
लक्य,लक्ष्य,26
करुणा,करुणा,26
गेंद,गेंद,26
धका,धक्का,26
एका,एक,26
स्वतंत्रता,स्वतंत्रता,26
दिशा,दिशा,26
बोध,बोध,25
स््वतंत्रता,स्वतंत्रता,25
सहपाठी,सहपाठी,25
पवन,पवन,25
अनु,अनु,25
भागते,भागते,25
निर््मल,निर्मल,25
ययात्ा,ययात्‍रा,25
वाकयों,वाक्यों,25
घेरा,घेरा,25
जयपुर,जयपुर,25
उम्र,उम्र,25
वास,वास,25
भूख,भूख,25
सारा,सारा,25
साहस,साहस,25
तर््क,तर्क,25
करेगा,करेगा,25
समूहों,समूहों,25
हाथों,हाथों,25
उचित,उचित,25
चिह्न,चिह्न,25
तेरे,तेरे,25
सुनो,सुनो,25
बदल,बदल,25
मा,मा,25
चलती,चलती,25
उनक,उनके,25
सींग,सींग,25
आराम,आराम,25
चीज,चीज़,25
पाठ्यपुस्तक,पाठ्यपुस्तक,25
किसे,किसे,25
झूरी,झूरी,25
पहुँचा,पहुँचा,25
अध्यापक,अध्यापक,25
आपसे,आपसे,25
कुरता,कुरता,25
पढ़ते,पढ़ते,25
अपाऩे,अपने,25
चिंता,चिंता,25
नानीजी,नानीजी,25
लौट,लौट,25
प्रतिदिन,प्रतिदिन,25
जानने,जानने,25
विचारों,विचारों,25
पढ़ना,पढ़ना,25
संख्या,संख्या,25
कहिए,कहिए,25
अक्षरों,अक्षरों,25
शिल्प,शिल्प,25
संदर्भ,संदर्भ,25
खान,खान,25
सुनाने,सुनाने,25
नानाजी,नानाजी,25
आसममान,आसमान,25
बनाती,बनाती,24
कक्षाक्षा,कक्षा,24
अधि,अधिक,24
प्रकाशित,प्रकाशित,24
जनम,जन्म,24
अनुमति,अनुमति,24
कविताओं,कविताओं,24
तन,तन,24
घोडा,घोड़ा,24
क्षण,क्षण,24
मुहावरे,मुहावरे,24
झुंड,झुंड,24
अतिरिक्त,अतिरिक्त,24
आवशयक,आवश्यक,24
आवरण,आवरण,24
मुक्,मुख,24
अकेले,अकेले,24
सकूल,स्कूल,24
सतर,स्तर,24
पाठठ्यचर्या,पाठ्यचर्या,24
व््,व,24
प्रसनन,प्रसन्न,24
आवाज़,आवाज़,24
अँधेरा,अंधेरा,24
महान,महान,24
जन्म,जन्म,24
भावों,भावों,24
श्री,श्री,24
शंख,शंख,24
पाठ्यचर्या,पाठ्यचर्या,24
होंगी,होंगी,24
साथथ,साथ,24
लिखें,लिखें,24
दूसरों,दूसरों,24
बैठा,बैठा,24
चिड़िया,चिड़िया,24
व्यिक्त,व्यक्ति,24
माना,माना,24
देखें,देखें,24
ढोल,ढोल,24
दल,दल,24
लड़की,लड़की,24
बराबर,बराबर,24
द्ार,द्वार,24
मूली,मूली,24
देखना,देखना,24
नहहीं,नहीं,24
चर्य,चर्या,24
खड़ा,खड़ा,24
सदा,सदा,24
बहहुत,बहुत,24
पेट,पेट,24
बनकर,बनकर,24
धनुष,धनुष,24
गद्य,गद्य,24
हेततु,हेतु,24
सह,सह,24
ततो,तत्क्षण,24
अन््य,अन्य,24
नजर,नज़र,24
सीधे,सीधे,24
अन्,अन्य,24
कोशिश,कोशिश,23
पाया,पाया,23
हरिद्वार,हरिद्वार,23
मात्रा,मात्रा,23
मेला,मेला,23
टूट,टूट,23
वर्णन,वर्णन,23
दरबार,दरबार,23
काक्षा,कक्षा,23
रखतते,रखते,23
दिवाकर,दिवाकर,23
होतते,होते,23
बीरबल,बीरबल,23
तोसिया,तोषी,23
सम््ममान,सम्मान,23
प्रोत्साहित,प्रोत्साहित,23
